submission_id,age,cups,where_drink,brew,brew_other,purchase,purchase_other,favorite,favorite_specify,additions,additions_other,dairy,sweetener,style,strength,roast_level,caffeine,expertise,coffee_a_bitterness,coffee_a_acidity,coffee_a_personal_preference,coffee_a_notes,coffee_b_bitterness,coffee_b_acidity,coffee_b_personal_preference,coffee_b_notes,coffee_c_bitterness,coffee_c_acidity,coffee_c_personal_preference,coffee_c_notes,coffee_d_bitterness,coffee_d_acidity,coffee_d_personal_preference,coffee_d_notes,prefer_abc,prefer_ad,prefer_overall,wfh,total_spend,why_drink,why_drink_other,taste,know_source,most_paid,most_willing,value_cafe,spent_equipment,value_equipment,gender,gender_specify,education_level,ethnicity_race,ethnicity_race_specify,employment_status,number_children,political_affiliation,avg_age,spend,spend_on_equipment
Rz8KDl,25-34 years old,1,At home,Pour over,Aeropress,"Local cafe, Specialty coffee shop",Online ordering,Pourover,Macchiato - Dry,No - just black,Condensed milk,Whole milk,Granulated Sugar,Floral,Somewhat strong,Light,Full caffeine,5.0,2.0,5.0,3.0,"Medium-High Body
Fresh Fruits, Lemon
Acidity increased from 2-4 during tasting, as the coffee cooled.
---
After the tasting, James revealed that this was a washed Kenyan. I would definitely also have enjoyed this same coffee as a natural process: maybe even more.",4.0,1.0,4.0,Loved this one. Full flavored… smooth?,4.0,2.0,5.0,This one got better as it cooled and I would happily drink this in the full rotation.,2.0,4.0,1.0,So so thin. Fruity? Not for me,Coffee C,Coffee A,Coffee C,I primarily work from home,$20-$40,It tastes good,I try my partner’s coffee,Yes,Yes,$6-$8,9.0,No,$500-$1000,Yes,Male,Transgender Female,Bachelor's degree,White/Caucasian,Mutt,Employed full-time,1,Democrat,29.5,30.0,750.0
AlWPBB,18-24 years old,2,"At home, At the office","Espresso, Pour over, Other",Aeropress,"Local cafe, Specialty coffee shop",Online ordering,Espresso,Macchiato - Dry,No - just black,Condensed milk,Whole milk,Granulated Sugar,Full Bodied,Somewhat strong,Medium,Full caffeine,6.0,1.0,5.0,1.0,"Medium-High Body
Fresh Fruits, Lemon
Acidity increased from 2-4 during tasting, as the coffee cooled.
---
After the tasting, James revealed that this was a washed Kenyan. I would definitely also have enjoyed this same coffee as a natural process: maybe even more.",3.0,2.0,4.0,Loved this one. Full flavored… smooth?,4.0,2.0,4.0,This one got better as it cooled and I would happily drink this in the full rotation.,4.0,2.0,5.0,So so thin. Fruity? Not for me,Coffee B,Coffee D,Coffee D,I primarily work in person,$20-$40,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",I try my partner’s coffee,Yes,Yes,$6-$8,7.0,No,$500-$1000,Yes,Male,Transgender Female,Bachelor's degree,White/Caucasian,Mutt,Employed full-time,1,Democrat,21.0,30.0,750.0
blNVVL,25-34 years old,3,"At a cafe, At home",Coffee brewing machine (e.g. Mr. Coffee),Aeropress,"Local cafe, Specialty coffee shop",Online ordering,Regular drip coffee,Macchiato - Dry,No - just black,Condensed milk,Whole milk,Granulated Sugar,Full Bodied,Somewhat strong,Medium,Full caffeine,8.0,5.0,3.0,1.0,It tasted to me like when an espresso is pulled really thin. I disliked it when hot and cooled. Strong dislike.,3.0,3.0,5.0,Loved this one. Full flavored… smooth?,4.0,2.0,4.0,This one got better as it cooled and I would happily drink this in the full rotation.,3.0,5.0,2.0,So so thin. Fruity? Not for me,Coffee B,Coffee D,Coffee B,I primarily work from home,$40-$60,"It tastes good, I need the caffeine, I need the ritual",I try my partner’s coffee,Yes,No,$8-$10,17.5,Yes,$300-$500,Yes,Male,Transgender Female,Bachelor's degree,White/Caucasian,Mutt,Employed full-time,1,Democrat,29.5,50.0,400.0
xd9xaJ,25-34 years old,2,"At the office, At home","Espresso, Pour over",Aeropress,"Local cafe, Specialty coffee shop",Online ordering,Cortado,Macchiato - Dry,"Milk, dairy alternative, or coffee creamer, No - just black",Condensed milk,Whole milk,Granulated Sugar,Caramalized,Medium,Light,Full caffeine,8.0,1.0,4.0,2.0,It tasted to me like when an espresso is pulled really thin. I disliked it when hot and cooled. Strong dislike.,3.0,2.0,2.0,"Milk chocolate, cola, chalky, light/medium body",3.0,1.0,3.0,"Cocoa powder, smoke, fig jam, syrupy and full body",4.0,3.0,4.0,"Mixed berries, kiwi, peach/stone fruit, sweet, bright and juicy. Love this!",Coffee C,Coffee D,Coffee D,I do a mix of both,$20-$40,"It tastes good, I need the caffeine, I need the ritual",I try my partner’s coffee,Yes,No,$8-$10,9.0,Yes,"More than $1,000",Yes,Male,Transgender Female,Doctorate or professional degree,White/Caucasian,Mutt,Employed full-time,1,Democrat,29.5,30.0,1000.0
5dEKdb,25-34 years old,1,"At the office, At home","Pour over, French press, Coffee extract (e.g. Cometeer)",Aeropress,"Local cafe, Specialty coffee shop",Online ordering,Regular drip coffee,Macchiato - Dry,No - just black,Condensed milk,Half and half,Granulated Sugar,Bright,Medium,Light,Full caffeine,5.0,1.0,4.0,3.0,It tasted to me like when an espresso is pulled really thin. I disliked it when hot and cooled. Strong dislike.,4.0,2.0,4.0,"Milk chocolate, cola, chalky, light/medium body",2.0,3.0,5.0,"Cocoa powder, smoke, fig jam, syrupy and full body",1.0,4.0,3.0,"Mixed berries, kiwi, peach/stone fruit, sweet, bright and juicy. Love this!",Coffee C,Coffee D,Coffee C,I primarily work from home,$20-$40,"I need the ritual, It makes me go to the bathroom, It tastes good, I need the caffeine",I try my partner’s coffee,Yes,Yes,$8-$10,7.0,Yes,$300-$500,Yes,Male,Transgender Female,Master's degree,White/Caucasian,Mutt,Employed full-time,1,Democrat,29.5,30.0,400.0
MA8KaY,35-44 years old,2,At home,"Pour over, Espresso, Cold brew",Aeropress,"Local cafe, Specialty coffee shop",Online ordering,Pourover,Macchiato - Dry,No - just black,Condensed milk,Half and half,Granulated Sugar,Juicy,Medium,Light,Full caffeine,6.0,1.0,3.0,4.0,"Toffee, toasted marshmallow, maple, lavender, light body",2.0,2.0,2.0,"Milk chocolate, cola, chalky, light/medium body",4.0,3.0,3.0,"Cocoa powder, smoke, fig jam, syrupy and full body",2.0,4.0,5.0,"Mixed berries, kiwi, peach/stone fruit, sweet, bright and juicy. Love this!",Coffee A,Coffee D,Coffee D,I primarily work from home,$40-$60,"It tastes good, I need the caffeine, I need the ritual",I try my partner’s coffee,Yes,Yes,$15-$20,20.0,Yes,"More than $1,000",Yes,Male,Transgender Female,Bachelor's degree,White/Caucasian,Mutt,Employed full-time,1,Democrat,39.5,50.0,1000.0
WAeGGN,35-44 years old,1,"On the go, At home, At the office, At a cafe","Pour over, French press",Aeropress,"Local cafe, Specialty coffee shop",Online ordering,Pourover,Macchiato - Dry,"Milk, dairy alternative, or coffee creamer",Condensed milk,Half and half,Granulated Sugar,Fruity,Somewhat strong,Medium,Full caffeine,6.0,3.0,3.0,4.0,"Carmel, nutty, vanilla. I enjoyed this one and would enjoy a week of this as I drank through a bag of beans. Daily drinker for sure.",4.0,2.0,3.0,Toasted malt and paper. Middle of the road on this one - tastes like a standard drip you could find just about anywhere.,3.0,2.0,1.0,"Astringent, burt, and earthy. This reminds me of every disappointing cup of coffee I've ever had from Peet's.",2.0,4.0,5.0,"Floral, stone fruit, sweet, and delicious. I don't want to drink this one every day, but I'm going to be really happy when I come across this cup out in the wild.",Coffee A,Coffee D,Coffee A,I do a mix of both,$40-$60,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",I try my partner’s coffee,Yes,Yes,More than $20,20.0,Yes,$300-$500,Yes,Male,Transgender Female,Bachelor's degree,White/Caucasian,Mutt,Employed full-time,1,No affiliation,39.5,50.0,400.0
9d2GlK,18-24 years old, 1,"At a cafe, At the office, At home","Espresso, Coffee brewing machine (e.g. Mr. Coffee)",Aeropress,"Specialty coffee shop, Drive-thru, Local cafe",Online ordering,Espresso,Macchiato - Dry,"No - just black, Milk, dairy alternative, or coffee creamer",Condensed milk,"Coffee creamer, Whole milk",Granulated Sugar,Chocolatey,Somewhat strong,Medium,Full caffeine,8.0,2.0,3.0,3.0,Sweeter berries. It tasted light with higher clarity,3.0,3.0,2.0,More savory and a bit sour. Definitely darker.,3.0,2.0,5.0,More spicy or woody. Darker but not as dark as B.,2.0,4.0,4.0,Raspberry and dark chocolate. A bit thinner.,Coffee C,Coffee D,Coffee C,I do a mix of both,$20-$40,It tastes good,I try my partner’s coffee,Yes,Yes,$8-$10,12.5,Yes,$100-$300,Yes,Male,Transgender Female,Bachelor's degree,White/Caucasian,Mutt,Employed full-time,1,Republican,21.0,30.0,200.0
24O8PA,18-24 years old,3,At home,"Pour over, Other",Aeropress,"Specialty coffee shop, Drive-thru, Local cafe",Online ordering,Pourover,Macchiato - Dry,No - just black,Condensed milk,Whole milk,Granulated Sugar,Fruity,Very strong,Light,Full caffeine,7.0,1.0,5.0,4.0,"Lemon, freeze dried raspberry, a hint of dark chocolate with cranberry chunks. Fresh squeezed lemon juice with a touch of pith, but overall pleasant. This is juicy and clean, right up my wheelhouse.",3.0,1.0,2.0,"Thin, dry paper, unremarkable and not all that pleasant, but not unpleasant. If I had to guess, this is barely specialty, 80 scoring Brazilian that’s medium roasted. Similar to the low end from the Ghost Cupping Club. The more it cools the worst it tastes, but not commodity dark roast bad.",3.0,1.0,1.0,"1, easily a 1. On re-taste. There’s a drying paper quality as it cools that comes in the finish with an unpleasant bitterness. Not commodity dark roast, still specialty but not great. 
",2.0,3.0,3.0,"A bit confusing, but there’s some stewed fruits and baking spices.",Coffee A,Coffee A,Coffee A,I primarily work in person,$40-$60,"It tastes good, I need the caffeine",I try my partner’s coffee,Yes,Yes,$15-$20,20.0,Yes,$500-$1000,Yes,Male,Transgender Female,Bachelor's degree,White/Caucasian,Mutt,Employed full-time,1,Democrat,21.0,50.0,750.0
zKWXbR,45-54 years old,4,At home,"Pour over, Other","Mokapot, Aeropress","Specialty coffee shop, Drive-thru, Local cafe",Online ordering,Pourover,Macchiato - Dry,No - just black,Condensed milk,Whole milk,Granulated Sugar,Juicy,Somewhat light,Nordic,Full caffeine,7.0,2.0,4.0,5.0,"Lemon, freeze dried raspberry, a hint of dark chocolate with cranberry chunks. Fresh squeezed lemon juice with a touch of pith, but overall pleasant. This is juicy and clean, right up my wheelhouse.",3.0,3.0,5.0,Chocolate,2.0,2.0,4.0,Earthy,3.0,5.0,1.0,"Musty, unpleasant",Coffee B,Coffee A,Coffee B,I primarily work from home,$20-$40,It tastes good,I try my partner’s coffee,Yes,Yes,More than $20,3.0,Yes,$500-$1000,Yes,Male,Transgender Female,Master's degree,White/Caucasian,Mutt,Employed full-time,1,No affiliation,49.5,30.0,750.0
jBGDW1,55-64 years old,3,"At home, At a cafe","Coffee brewing machine (e.g. Mr. Coffee), Pour over",aeropress,"Specialty coffee shop, Drive-thru, Local cafe",Online ordering,Latte,Macchiato - Dry,No - just black,Condensed milk,Whole milk,Granulated Sugar,Bright,Somewhat strong,Medium,Full caffeine,7.0,4.0,4.0,1.0,Sour fruit,3.0,3.0,5.0,Chocolate,2.0,2.0,4.0,Earthy,3.0,5.0,1.0,"Musty, unpleasant",Coffee B,Coffee A,Coffee B,I primarily work from home,$20-$40,It tastes good,I try my partner’s coffee,Yes,Yes,More than $20,3.0,Yes,$500-$1000,Yes,Male,Transgender Female,Master's degree,White/Caucasian,Mutt,Employed full-time,1,No affiliation,59.5,30.0,750.0
VZoE4y,25-34 years old,3,At home,"Espresso, Pour over",aeropress,"Specialty coffee shop, Drive-thru, Local cafe",Online ordering,Americano,Macchiato - Dry,No - just black,Condensed milk,Whole milk,Granulated Sugar,Floral,Somewhat strong,Light,Full caffeine,6.0,2.0,4.0,4.0,Sour fruit,3.0,3.0,2.0,"Smokey, cocoa",4.0,2.0,4.0,Earthy,1.0,5.0,5.0,Berry,Coffee C,Coffee D,Coffee D,I primarily work in person,$20-$40,"It tastes good, I need the caffeine",I try my partner’s coffee,Yes,Yes,$4-$6,9.0,Yes,"More than $1,000",Yes,Male,Transgender Female,Some college or associate's degree,White/Caucasian,Mutt,Employed full-time,1,Democrat,29.5,30.0,1000.0
XeRVRg,35-44 years old, 1,At a cafe,"Coffee brewing machine (e.g. Mr. Coffee), French press",aeropress,"Specialty coffee shop, Drive-thru, Local cafe",Online ordering,Iced coffee,Macchiato - Dry,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Flavor syrup",Condensed milk,Whole milk,Granulated Sugar,Caramalized,Somewhat light,Medium,Full caffeine,2.0,3.0,4.0,5.0,Sour fruit,5.0,2.0,2.0,"Smokey, cocoa",3.0,4.0,3.0,Earthy,3.0,5.0,4.0,Berry,Coffee A,Coffee A,Coffee A,I do a mix of both,<$20,It tastes good,I try my partner’s coffee,Yes,No,$6-$8,9.0,Yes,$50-$100,Yes,Male,Transgender Female,Master's degree,White/Caucasian,Mutt,Employed full-time,1,Independent,39.5,20.0,75.0
yleZ08,35-44 years old,1,At home,"Coffee brewing machine (e.g. Mr. Coffee), French press",aeropress,"Specialty coffee shop, Drive-thru, Local cafe",Online ordering,Latte,Macchiato - Dry,"Milk, dairy alternative, or coffee creamer",Condensed milk,Flavored coffee creamer,"Artificial Sweeteners (e.g., Splenda)",Bold,Very strong,Dark,Full caffeine,1.0,2.0,1.0,4.0,Citrus,3.0,1.0,5.0,"Smokey, cocoa",4.0,3.0,3.0,Earthy,3.0,5.0,1.0,Berry,Coffee B,Coffee A,Coffee B,I primarily work from home,$20-$40,It tastes good,I try my partner’s coffee,Yes,Yes,$8-$10,12.5,Yes,$20-$50,Yes,Female,Transgender Female,Some college or associate's degree,White/Caucasian,Mutt,Homemaker,1,Democrat,39.5,30.0,35.0
VZoEby,25-34 years old,3,"At home, On the go, At a cafe, At the office","Pour over, Bean-to-cup machine",aeropress,"Specialty coffee shop, Drive-thru, Local cafe",Online ordering,Pourover,Macchiato - Dry,No - just black,Condensed milk,"Oat milk, Almond milk","Artificial Sweeteners (e.g., Splenda)",Juicy,Somewhat strong,Light,Full caffeine,6.0,2.0,4.0,4.0,"Balanced , sweetness, light, cereal, apple, crisp",4.0,2.0,2.0,"Bitter, brown, inoffensive",3.0,3.0,2.0,"Heavy, lingering, full",1.0,5.0,5.0,"Stewed fruit, berry pie filling, high clarity, fermented",Coffee A,Coffee D,Coffee D,I do a mix of both,$60-$80,"It tastes good, I need the caffeine, I need the ritual",I try my partner’s coffee,Yes,Yes,$15-$20,17.5,Yes,$300-$500,Yes,Male,Transgender Female,Master's degree,White/Caucasian,Mutt,Employed full-time,1,Democrat,29.5,70.0,400.0
g5WjNP,25-34 years old, 1,At home,"Pod/capsule machine (e.g. Keurig/Nespresso), Coffee brewing machine (e.g. Mr. Coffee)",aeropress,"Specialty coffee shop, National chain (e.g. Starbucks, Dunkin)",Online ordering,Cold brew,Macchiato - Dry,"Milk, dairy alternative, or coffee creamer, Flavor syrup",Condensed milk,"Oat milk, Almond milk","Artificial Sweeteners (e.g., Splenda)",Chocolatey,Medium,Blonde,Half caff,6.0,2.0,4.0,1.0,"Balanced , sweetness, light, cereal, apple, crisp",3.0,3.0,3.0,Dry finish,4.0,2.0,2.0,Earthy,2.0,5.0,1.0,Fruit and floral,Coffee B,Coffee A,Coffee B,I primarily work from home,<$20,It tastes good,I try my partner’s coffee,Yes,No,$6-$8,9.0,No,$300-$500,Yes,Male,Transgender Female,Master's degree,White/Caucasian,Mutt,Employed full-time,1,Democrat,29.5,20.0,400.0
Rz8KZK,35-44 years old,1,At home,"French press, Coffee brewing machine (e.g. Mr. Coffee)",aeropress,"Specialty coffee shop, National chain (e.g. Starbucks, Dunkin)",Online ordering,Cappuccino,Macchiato - Dry,"Milk, dairy alternative, or coffee creamer",Condensed milk,Coffee creamer,"Artificial Sweeteners (e.g., Splenda)",Sweet,Somewhat strong,Dark,Full caffeine,6.0,3.0,1.0,3.0,Chocolaty,3.0,3.0,5.0,Dry finish,1.0,2.0,2.0,Earthy,5.0,4.0,1.0,Fruit and floral,Coffee B,Coffee A,Coffee B,I primarily work in person,$20-$40,"It tastes good, I need the caffeine",I try my partner’s coffee,Yes,No,$6-$8,7.0,Yes,$50-$100,Yes,Male,Transgender Female,Bachelor's degree,White/Caucasian,Mutt,Employed full-time,1,Democrat,39.5,30.0,75.0
Ld51Vj,25-34 years old,2,"At home, At the office",Coffee brewing machine (e.g. Mr. Coffee),aeropress,"Specialty coffee shop, National chain (e.g. Starbucks, Dunkin)",Online ordering,Regular drip coffee,Macchiato - Dry,"No - just black, Milk, dairy alternative, or coffee creamer",Condensed milk,Almond milk,"Artificial Sweeteners (e.g., Splenda)",Chocolatey,Somewhat strong,Medium,Full caffeine,4.0,1.0,3.0,2.0,"Fruity, Black Cherry",3.0,1.0,4.0,"Classic, Cocoa, Brazil nuts",3.0,2.0,3.0,Most reminiscent of grocery store pre-ground coffee me.,1.0,4.0,1.0,"Apple juice, vinegar",Coffee B,Coffee A,Coffee B,I primarily work in person,$40-$60,"It tastes good, I need the caffeine",I try my partner’s coffee,Yes,Yes,$10-$15,12.5,Yes,$50-$100,Yes,Male,Transgender Female,Bachelor's degree,White/Caucasian,Mutt,Employed full-time,1,Democrat,29.5,50.0,75.0
QA82OG,35-44 years old,1,At home,Espresso,aeropress,"Specialty coffee shop, National chain (e.g. Starbucks, Dunkin)",Online ordering,Latte,Macchiato - Dry,"Milk, dairy alternative, or coffee creamer",Condensed milk,Whole milk,"Artificial Sweeteners (e.g., Splenda)",Full Bodied,Somewhat strong,Dark,Decaf,7.0,4.0,3.0,1.0,Chocolate,3.0,4.0,3.0,"Silky mouth feel, but i leaves my mouth feeling a bit dry once the flavor fades.",2.0,3.0,4.0,Most reminiscent of grocery store pre-ground coffee me.,4.0,3.0,2.0,Chocolate,Coffee C,Coffee D,Coffee C,I primarily work from home,$20-$40,It tastes good,I try my partner’s coffee,Yes,No,$15-$20,17.5,Yes,$300-$500,Yes,Female,Transgender Female,Some college or associate's degree,White/Caucasian,Mutt,Employed full-time,1,No affiliation,39.5,30.0,400.0
vNqjz0,25-34 years old,2,"At home, At the office","Pour over, Espresso, Cold brew",aeropress,"Specialty coffee shop, National chain (e.g. Starbucks, Dunkin)",Online ordering,Mocha,Macchiato - Dry,No - just black,Condensed milk,Flavored coffee creamer,"Artificial Sweeteners (e.g., Splenda)",Sweet,Somewhat light,Medium,Full caffeine,6.0,2.0,3.0,2.0,Fruit and malt notes. Like jam on a graham cracker. I can place the specific fruit notes though. Might even be citrus with how strong the acidity is coming through.,3.0,1.0,1.0,"Silky mouth feel, but i leaves my mouth feeling a bit dry once the flavor fades.",4.0,2.0,3.0,Most reminiscent of grocery store pre-ground coffee me.,1.0,3.0,4.0,Clear notes of I think black cherry to me.,Coffee C,Coffee D,Coffee D,I do a mix of both,$20-$40,"It tastes good, I need the caffeine",I try my partner’s coffee,Yes,Yes,$4-$6,5.0,Yes,"More than $1,000",Yes,Male,Transgender Female,Bachelor's degree,White/Caucasian,Mutt,Employed full-time,1,Democrat,29.5,30.0,1000.0
vNqj6d,25-34 years old,1,At home,Pour over,aeropress,"Specialty coffee shop, National chain (e.g. Starbucks, Dunkin)",Online ordering,Iced coffee,Macchiato - Dry,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",Condensed milk,Flavored coffee creamer,"Artificial Sweeteners (e.g., Splenda)",Full Bodied,Medium,Light,Full caffeine,2.0,2.0,4.0,3.0,Fruit and malt notes. Like jam on a graham cracker. I can place the specific fruit notes though. Might even be citrus with how strong the acidity is coming through.,4.0,2.0,4.0,Nutty,5.0,3.0,1.0,Red Apple,1.0,3.0,2.0,Mango,Coffee B,Coffee A,Coffee B,I primarily work from home,$20-$40,"I need the ritual, It tastes good, I need the caffeine",I try my partner’s coffee,Yes,No,$10-$15,7.0,No,$300-$500,Yes,Female,Transgender Female,Bachelor's degree,Hispanic/Latino,Mutt,Employed full-time,1,Democrat,29.5,30.0,400.0
